"row","column","w(Al_K)","w(Si_K)","w(P_K)","w(S_K)","w(Cl_K)","w(Ar_K)","w(K_K)","w(Ca_K)","w(Ti_K)","w(Mn_K)","w(Fe_K)","w(Ni_K)","w(Cu_K)","w(Zn_K)","w(Rh_L)","Al_K","Si_K","P_K","S_K","Cl_K","Ar_K","K_K","Ca_K","Ti_K","Mn_K","Fe_K","Ni_K","Cu_K","Zn_K","Rh_L","Scatter_Peak000","Scatter_Compton000","Scatter_Peak001","Scatter_Compton001","Scatter_Peak002","Scatter_Compton002","Scatter_Peak003","Scatter_Compton003","chisq","(Si_K/Ar_K)","(P_K/Ar_K)","(S_K/Ar_K)","(Cl_K/Ar_K)","(K_K/Ar_K)","(Ca_K/Ar_K)","(Ti_K/Ar_K)","(Mn_K/Ar_K)","(Fe_K/Ar_K)","(Ni_K/Ar_K)","(Cu_K/Ar_K)","(Zn_K/Ar_K)","(Si_K/Fe_K)","(P_K/Fe_K)","(S_K/Fe_K)","(Cl_K/Fe_K)","(K_K/Fe_K)","(Ca_K/Fe_K)","(Ti_K/Fe_K)","(Mn_K/Fe_K)","(Ni_K/Fe_K)","(Cu_K/Fe_K)","(Zn_K/Fe_K)","(Si_K/Rh_L)","(P_K/Rh_L)","(S_K/Rh_L)","(Cl_K/Rh_L)","(K_K/Rh_L)","(Ca_K/Rh_L)","(Ti_K/Rh_L)","(Mn_K/Rh_L)","(Fe_K/Rh_L)","(Ni_K/Rh_L)","(Cu_K/Rh_L)","(Zn_K/Rh_L)"
53,0,0,0.112365,0.100162,0.878571,0.0819901,0.750686,0.23876,0.803152,0.02373,0.0367136,0.301083,1.45762e-05,0.0414756,0.0254762,1.21441,0,161.713,396.042,6445.5,660.812,8323.23,4239.16,18665.5,778.153,1865.35,16848.2,0.903398,2547.39,1548.34,7864.34,0,0,0,0,0,0,0,0,2.08163,0.0194291,0.0475827,0.774399,0.0793937,0.509317,2.24258,0.0934917,0.224114,2.02424,0.000108539,0.306058,0.186026,0.00959824,0.0235065,0.382563,0.0392215,0.251609,1.10786,0.0461861,0.110715,5.36199e-05,0.151197,0.0918994,0.0205628,0.0503592,0.819586,0.0840264,0.539036,2.37344,0.098947,0.237191,2.14235,0.000114873,0.323917,0.196881
54,0,0,0.108202,0.0990009,0.936433,0.0648022,0.739411,0.2771,0.661005,0.0264278,0.0304285,0.223923,0.000119589,0.0271712,0.0189925,1.25133,0,160.461,399.576,6875.75,502.818,7966.17,4786.83,14954.9,865.33,1549.64,12570,7.46802,1679.54,1160.45,7841.81,0,0,0,0,0,0,0,0,1.83214,0.0201428,0.0501591,0.863119,0.0631192,0.600895,1.8773,0.108626,0.194528,1.57792,0.000937467,0.210834,0.145672,0.0127654,0.0317881,0.546997,0.0400014,0.380814,1.18973,0.0688409,0.123281,0.000594115,0.133615,0.092319,0.0204622,0.0509546,0.876807,0.0641201,0.610424,1.90707,0.110348,0.197613,1.60295,0.000952334,0.214178,0.147982
55,0,0,0.112107,0.0576625,0.903622,0.188624,0.758133,0.251841,0.802031,0.0230242,0.0275561,0.373211,0.00112699,0.0494755,0.0158336,1.19001,0,159.893,227.173,6742.8,1545.77,8299.71,4426.56,18577.9,760.083,1403.24,20906.4,69.6693,3032.09,960.533,7753.45,0,0,0,0,0,0,0,0,2.00207,0.0192649,0.0273712,0.812414,0.186244,0.533339,2.23838,0.0915795,0.169071,2.51893,0.00839418,0.365325,0.115731,0.00764804,0.0108662,0.322523,0.0739376,0.211732,0.888623,0.0363565,0.0671201,0.00333244,0.145032,0.0459444,0.0206222,0.0292996,0.869652,0.199365,0.570915,2.39608,0.0980316,0.180983,2.6964,0.00898559,0.391063,0.123885
56,0,0,0.128245,0.0214903,0.359136,0.161327,0.678979,0.139109,0.673927,0.0224777,0.0333523,0.325702,9.16764e-05,0.00315727,0.0195529,1.07163,0,172.847,81.6072,2709.42,1484.13,8013.44,2605.93,16299.5,740.792,1685.93,18093.4,5.57685,190.873,1172.76,7678.42,0,0,0,0,0,0,0,0,4.30059,0.0215696,0.0101838,0.338109,0.185205,0.325195,2.03402,0.0924437,0.210388,2.25788,0.000695937,0.0238191,0.146349,0.00955304,0.00451033,0.149746,0.082026,0.144027,0.900853,0.0409427,0.0931793,0.000308226,0.0105493,0.064817,0.0225108,0.0106281,0.352862,0.193286,0.339384,2.12277,0.0964771,0.219567,2.3564,0.000726302,0.0248584,0.152735
57,0,0,0.182934,0.0587029,1.42254,0.0592524,0.774691,0.395156,0.86819,0.0237247,0.0336754,0.206043,0.000824982,0.00555171,0.026409,1.2697,0,280.219,243.669,10741.6,447.391,8199.45,6715.49,19303.1,768.488,1710.97,11560.7,51.8329,344.953,1620.62,7785.15,0,0,0,0,0,0,0,0,1.87842,0.0341753,0.0297177,1.31004,0.0545635,0.819017,2.35419,0.0937243,0.208669,1.40994,0.00632151,0.0420703,0.19765,0.0242389,0.0210774,0.929148,0.0386993,0.58089,1.66972,0.0664742,0.147999,0.00448354,0.0298384,0.140184,0.035994,0.0312992,1.37976,0.0574672,0.862603,2.47948,0.098712,0.219774,1.48497,0.00665792,0.0443091,0.208168
58,0,0,0.142663,0.0721509,0.791145,0.316432,0.788187,0.146056,0.833845,0.0218689,0.0316405,0.24128,7.05688e-05,0.00372719,0.0199876,1.21425,0,210.207,291.05,5971.49,2633.44,8397.8,2524.1,19314.9,710.579,1603.92,13491.7,4.39361,229.808,1218.7,7920.94,0,0,0,0,0,0,0,0,1.96879,0.0250312,0.0346579,0.711078,0.313587,0.300567,2.3,0.0846149,0.190993,1.60658,0.000523186,0.0273653,0.145121,0.0155805,0.0215725,0.442605,0.19519,0.187085,1.43161,0.0526679,0.118882,0.000325653,0.0170333,0.0903296,0.0265381,0.0367444,0.753887,0.332466,0.318662,2.43846,0.0897089,0.202491,1.7033,0.000554683,0.0290127,0.153858
59,0,0,0.188729,0.0615404,0.519284,0.238962,0.710966,0.122964,1.00351,0.0255156,0.0308451,0.456566,0.0016029,0.00366181,0.0265212,1.02118,0,255.026,233.794,3882.53,2183.6,8359.61,2310,24616.6,838.172,1557.92,25351.2,97.5931,221.541,1591.71,7282.11,0,0,0,0,0,0,0,0,1.77171,0.0305069,0.0279671,0.464439,0.261208,0.276329,2.94471,0.100264,0.186363,3.03258,0.0116744,0.0265014,0.190405,0.0100597,0.00922221,0.15315,0.086134,0.0911199,0.971023,0.0330624,0.0614535,0.00384964,0.00873888,0.0627864,0.0350209,0.0321053,0.53316,0.299858,0.317216,3.38042,0.1151,0.213938,3.4813,0.0134018,0.0304226,0.218578
60,0,0,0.144309,0.0886356,0.359991,0.266501,0.675282,0.133959,0.887909,0.0232694,0.0324346,0.319397,0.000578131,0.0183038,0.0258233,1.07769,0,199.588,342.254,2696.72,2504.13,7936.38,2507.73,21502.3,753.597,1630.68,17695.1,35.3766,1112.14,1555.41,7811.81,0,0,0,0,0,0,0,0,1.97091,0.0251485,0.0431247,0.339792,0.315525,0.315979,2.70933,0.0949548,0.205469,2.22962,0.00445752,0.140132,0.195985,0.0112793,0.0193417,0.152399,0.141515,0.141719,1.21516,0.0425879,0.0921543,0.00199923,0.0628502,0.0879006,0.0255495,0.0438124,0.345211,0.320557,0.321018,2.75254,0.0964689,0.208745,2.26517,0.0045286,0.142366,0.19911
61,0,0,0.0499171,0.296949,2.65608,0.0210644,0.624138,0.57844,2.88436,0.0226318,0.0405061,1.36522,0.000477045,0.0560345,0.013547,0.968379,0,68.9597,1140.37,19290.8,172.695,7181.52,10636.5,69330.3,747.621,2057.97,76235.5,29.2733,3412.6,817.535,6418.87,0,0,0,0,0,0,0,0,2.42043,0.00960238,0.158792,2.68617,0.0240471,1.48109,9.65399,0.104103,0.286565,10.6155,0.0040762,0.475192,0.113839,0.000904562,0.0149585,0.253042,0.00226528,0.139522,0.909423,0.00980673,0.0269949,0.000383985,0.0447639,0.0107238,0.0107433,0.177659,3.00533,0.0269043,1.65707,10.801,0.116472,0.320613,11.8768,0.00456051,0.531651,0.127364
62,0,0,0.12845,0.398303,2.88091,0.068447,0.6774,0.428152,2.20994,0.0276244,0.0400494,0.635193,0.000235595,0.0116033,0.0127953,1.16163,0,191.328,1606.87,20726.5,514.982,7221.87,7403.44,51225.4,902.757,2040,35672.8,14.741,718.411,782.869,7126.83,0,0,0,0,0,0,0,0,2.45449,0.0264929,0.222501,2.86996,0.0713087,1.02514,7.09309,0.125003,0.282475,4.93955,0.00204116,0.0994771,0.108403,0.00536341,0.0450447,0.581017,0.0144363,0.207537,1.43598,0.0253066,0.0571864,0.000413228,0.0201389,0.0219458,0.0268462,0.225468,2.90824,0.0722596,1.03881,7.18768,0.12667,0.286242,5.00542,0.00206838,0.100804,0.109848
63,0,0,0.102815,0.274662,1.14126,0.0828641,0.611116,0.680537,1.23817,0.0261802,0.0420366,1.8378,0.000720812,0.0122341,0.0147343,0.998484,0,125.588,959.32,7850.94,724.038,7368.33,12906.1,30377.6,931.539,2182.79,103611,42.999,727.29,871.336,6973.73,0,0,0,0,0,0,0,0,2.25591,0.0170443,0.130195,1.0655,0.0982635,1.75156,4.12273,0.126425,0.296239,14.0617,0.00583565,0.0987049,0.118254,0.00121211,0.00925886,0.0757732,0.00698804,0.124563,0.293189,0.00899073,0.0210672,0.000415004,0.00701943,0.00840969,0.0180087,0.137562,1.12579,0.103824,1.85067,4.356,0.133578,0.313002,14.8573,0.00616585,0.10429,0.124945
64,0,0,0.197394,0.175363,0.933836,0.0781063,0.710986,0.592731,0.656857,0.0281375,0.0335268,0.310084,0.000132972,0.0147756,0.0153216,1.28277,0,289.475,700.751,6783.75,635.638,7950.73,10386.9,14409.8,923.01,1707.34,17396.7,8.28196,911.292,934.419,8358.18,0,0,0,0,0,0,0,0,1.94946,0.0364086,0.0881367,0.853224,0.0799471,1.30641,1.81239,0.116091,0.21474,2.18806,0.00104166,0.114617,0.117526,0.0166397,0.0402807,0.389945,0.0365378,0.597062,0.828307,0.0530566,0.0981416,0.000476065,0.052383,0.0537124,0.0346337,0.0838401,0.81163,0.0760498,1.24272,1.72404,0.110432,0.204272,2.0814,0.000990881,0.10903,0.111797

